#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
57.4%	5735000	-1004951.6952903429	313.35197526055646	38.8	5:16:41
57.4%	5740000	-1005509.4855871452	310.0599405524609	38.8	5:16:16
57.5%	5745000	-1005472.5957942922	307.7065970345308	38.8	5:15:51
57.5%	5750000	-1005631.7692285385	309.8041729888945	38.8	5:15:26
57.5%	5755000	-1005524.3599155629	312.0494024772963	38.8	5:15:01
57.6%	5760000	-1004425.042393011	314.6813637205789	38.8	5:14:37
57.6%	5765000	-1006499.9539955007	311.974550849164	38.8	5:14:12
57.7%	5770000	-1005425.2098133918	310.14556389577615	38.8	5:13:47
57.8%	5775000	-1005036.3435513359	310.05347950094773	38.8	5:13:23
57.8%	5780000	-1005836.6672347188	310.80933481629864	38.8	5:12:58
57.9%	5785000	-1005359.2662174851	310.22598956256206	38.8	5:12:33
57.9%	5790000	-1005400.329243754	312.2632696090941	38.8	5:12:09
58.0%	5795000	-1004128.4261043267	309.37281222062256	38.8	5:11:44
58.0%	5800000	-1005017.0607924936	309.72316318858117	38.9	5:11:19
58.0%	5805000	-1004076.3318651151	311.06453788582235	38.9	5:10:54
58.1%	5810000	-1005027.5131440768	311.7292737369129	38.9	5:10:29
58.1%	5815000	-1003570.7151834434	311.22762362596126	38.9	5:10:06
58.2%	5820000	-1006730.0043491563	308.7158357087944	38.9	5:09:41
58.2%	5825000	-1005405.2032758193	310.83762418737956	38.9	5:09:16
58.3%	5830000	-1005487.0157854361	310.2954604714018	38.9	5:08:51
58.4%	5835000	-1004840.2540484555	309.7470925164189	38.9	5:08:26
58.4%	5840000	-1007089.0742623871	309.6281781779937	38.9	5:08:01
58.5%	5845000	-1006210.7013597926	311.16328246926474	38.9	5:07:37
58.5%	5850000	-1006712.3434623554	310.598107655955	38.9	5:07:13
58.5%	5855000	-1003410.7444419852	310.41167665062255	38.9	5:06:48
58.6%	5860000	-1003904.7578749172	312.2893493276775	38.9	5:06:23
58.6%	5865000	-1003654.4560763063	310.6853768108632	38.9	5:05:59
58.7%	5870000	-1004462.7931001903	310.5915560534785	38.9	5:05:34
58.8%	5875000	-1004942.4361041123	309.29154162918985	38.9	5:05:09
58.8%	5880000	-1005207.0783427218	308.461574811184	38.9	5:04:44
58.9%	5885000	-1004250.5678662816	308.8263395452719	38.9	5:04:19
58.9%	5890000	-1004419.6364092501	310.08753120408085	38.9	5:03:55
59.0%	5895000	-1004578.9280149937	313.22712348816674	38.9	5:03:32
59.0%	5900000	-1004465.7501961878	309.45739360324507	39	5:03:07
59.0%	5905000	-1004009.9117363179	311.2868767869154	39	5:02:43
59.1%	5910000	-1003761.9570011543	306.93092871728993	39	5:02:18
59.1%	5915000	-1005372.2883002013	309.76876399432155	39	5:01:54
59.2%	5920000	-1003799.4075229792	308.9594897722967	39	5:01:30
59.2%	5925000	-1005399.7802712852	309.74257431153086	39	5:01:05
59.3%	5930000	-1005269.4722398156	310.5525162762151	39	5:00:41
59.4%	5935000	-1004936.153025832	310.5088449782556	39	5:00:16
59.4%	5940000	-1004538.8812917499	312.353311104934	39	4:59:51
59.5%	5945000	-1004398.9423714224	311.74849502073613	39	4:59:26
59.5%	5950000	-1002522.9662395539	309.4933234249653	39	4:59:01
59.5%	5955000	-1003869.7881674822	311.3623566452392	39	4:58:37
59.6%	5960000	-1003791.8494334295	312.1585180020759	39	4:58:12
59.6%	5965000	-1004945.5341224009	311.2452288069491	39	4:57:47
59.7%	5970000	-1005548.0116314488	308.14957413904324	39	4:57:23
59.8%	5975000	-1005139.6444822866	311.2375156624336	39	4:56:58
59.8%	5980000	-1005785.0208706167	312.2424783776468	39	4:56:34
59.9%	5985000	-1003463.4154296629	309.42286757690107	39	4:56:10
59.9%	5990000	-1003449.403678487	307.7924607239396	39	4:55:45
60.0%	5995000	-1003307.5444934629	310.52399115480154	39.1	4:55:20
60.0%	6000000	-1004811.7987009911	310.32535499849064	39.1	4:54:56
60.0%	6005000	-1005649.2327954564	311.9258925237138	39.1	4:54:32
60.1%	6010000	-1004738.5703395698	309.3413173536444	39.1	4:54:07
60.1%	6015000	-1005293.5017289715	307.94561693270276	39.1	4:53:43
60.2%	6020000	-1003980.8170494316	310.56026455577074	39.1	4:53:19
60.2%	6025000	-1004549.756213095	310.8096208103372	39.1	4:52:54
60.3%	6030000	-1004094.4968063543	309.8776816947047	39.1	4:52:30
60.4%	6035000	-1002816.2156366017	308.0733617348274	39.1	4:52:06
60.4%	6040000	-1003969.7216237681	308.92315633005916	39.1	4:51:41
60.5%	6045000	-1004907.8467948334	309.60406360844604	39.1	4:51:16
60.5%	6050000	-1003633.5625302149	310.93685712632373	39.1	4:50:52
60.5%	6055000	-1006816.9222878544	311.4394622241471	39.1	4:50:27
60.6%	6060000	-1004070.1964962343	311.5234237503786	39.1	4:50:03
60.6%	6065000	-1004641.3065597545	309.37539284089803	39.1	4:49:38
60.7%	6070000	-1004509.6274149632	310.850255342758	39.1	4:49:14
60.8%	6075000	-1005178.4050013684	312.007122167969	39.1	4:48:49
60.8%	6080000	-1005881.0742497994	309.06101365434114	39.1	4:48:25
60.9%	6085000	-1003993.8201709902	311.3619219514671	39.1	4:48:01
60.9%	6090000	-1003027.7744887797	311.4940159920407	39.2	4:47:37
61.0%	6095000	-1004389.8987240177	310.0970699199717	39.2	4:47:14
61.0%	6100000	-1004845.1583036743	309.4996424458086	39.2	4:46:49
61.0%	6105000	-1002365.450803468	308.39110151064403	39.2	4:46:25
61.1%	6110000	-1005672.8050174927	310.88100561342316	39.2	4:46:02
61.1%	6115000	-1002875.5569074275	310.7985420213749	39.2	4:45:37
61.2%	6120000	-1003284.7358556604	309.66757336021	39.2	4:45:13
61.2%	6125000	-1003788.3475238662	308.5403774504045	39.2	4:44:49
61.3%	6130000	-1004159.3785517709	309.1875675003444	39.2	4:44:25
61.4%	6135000	-1006299.363416384	310.59517908421304	39.2	4:44:01
61.4%	6140000	-1002046.1532262731	309.49431957969756	39.2	4:43:37
61.5%	6145000	-1003991.3014602568	309.27598750689964	39.2	4:43:13
61.5%	6150000	-1004815.1499969931	311.1076748278895	39.2	4:42:49
61.5%	6155000	-1002269.3944780733	310.61496656709784	39.2	4:42:25
61.6%	6160000	-1005418.2987332605	310.39101492189957	39.2	4:42:01
61.6%	6165000	-1005788.4960133396	308.3884790443315	39.2	4:41:36
61.7%	6170000	-1004008.8563893456	308.93807849026297	39.2	4:41:12
61.8%	6175000	-1004663.9450742006	310.2356006520461	39.2	4:40:48
61.8%	6180000	-1004047.82709058	308.876216682468	39.2	4:40:24
61.9%	6185000	-1001706.9362129411	309.96648847607037	39.2	4:40:00
61.9%	6190000	-1003836.5129733412	310.4001382953438	39.2	4:39:36
62.0%	6195000	-1004213.1851787586	309.33332761308617	39.2	4:39:12
62.0%	6200000	-1002921.7879128819	310.3252135811272	39.3	4:38:48
62.0%	6205000	-1005036.7517833496	309.3019653081379	39.3	4:38:25
62.1%	6210000	-1005856.3826571861	309.94610590589076	39.3	4:38:01
62.1%	6215000	-1004711.6762590446	309.16986942666307	39.3	4:37:37
62.2%	6220000	-1005511.0616001058	311.73021958839445	39.3	4:37:13
62.2%	6225000	-1003766.8501787102	310.20629079586024	39.3	4:36:50
62.3%	6230000	-1004640.2221887279	308.78487301864436	39.3	4:36:25
62.4%	6235000	-1004030.2851324286	310.65242099739874	39.3	4:36:01
62.4%	6240000	-1002850.025975504	311.1377090087763	39.3	4:35:37
62.5%	6245000	-1005933.542971299	311.1400100848481	39.3	4:35:13
62.5%	6250000	-1004530.1122827409	311.74864557758315	39.3	4:34:49
62.5%	6255000	-1004272.689440351	309.66168537782795	39.3	4:34:26
62.6%	6260000	-1005160.1077161608	309.7886612086003	39.3	4:34:03
62.6%	6265000	-1005805.5501659848	309.92802663715685	39.3	4:33:38
62.7%	6270000	-1004372.9908564063	309.4870180030511	39.3	4:33:15
62.8%	6275000	-1002564.573068575	307.89779884464383	39.3	4:32:55
62.8%	6280000	-1004517.835247633	308.62407200547943	39.3	4:32:35
62.9%	6285000	-1004131.8250427302	306.1353094853975	39.3	4:32:13
62.9%	6290000	-1002232.054231341	312.5835905750498	39.3	4:31:49
63.0%	6295000	-1002240.2039677203	310.0136286708251	39.3	4:31:24
63.0%	6300000	-1004268.6171945063	309.1399616914861	39.3	4:31:00
63.0%	6305000	-1005927.1247804519	310.59034708716086	39.3	4:30:36
63.1%	6310000	-1003751.4530476285	308.80315218092557	39.3	4:30:12
63.1%	6315000	-1003759.6327181272	309.04559975134083	39.3	4:29:48
63.2%	6320000	-1003047.8969556727	310.6488010968919	39.3	4:29:24
63.2%	6325000	-1002879.3461146178	309.3604535903211	39.3	4:29:00
63.3%	6330000	-1006687.2680951562	307.63231700599215	39.3	4:28:36
63.4%	6335000	-1001694.3834375171	311.89353710581986	39.4	4:28:12
63.4%	6340000	-1003341.1796182375	309.848299300873	39.4	4:27:48
63.5%	6345000	-1003010.79580124	310.0268846029611	39.4	4:27:24
63.5%	6350000	-1005086.9144646479	309.29398422128213	39.4	4:27:00
63.5%	6355000	-1003726.2872385448	310.6876138870246	39.4	4:26:37
63.6%	6360000	-1004915.003651021	313.3463900421128	39.4	4:26:13
63.6%	6365000	-1006692.6307313368	310.0394615051155	39.4	4:25:49
63.7%	6370000	-1004762.5820209421	311.6076210361049	39.4	4:25:25
63.8%	6375000	-1004453.5853732256	308.9322000648404	39.4	4:25:01
63.8%	6380000	-1004675.9726842595	310.3819811292919	39.4	4:24:37
63.9%	6385000	-1004213.3521227753	311.31791334905625	39.4	4:24:13
63.9%	6390000	-1004743.7673445782	308.6650238771953	39.4	4:23:49
64.0%	6395000	-1005579.3966356684	311.54650210585055	39.4	4:23:25
64.0%	6400000	-1004935.861505175	310.20397906033384	39.4	4:23:02
64.0%	6405000	-1005347.6672551744	310.8778749264373	39.4	4:22:38
64.1%	6410000	-1003531.0361406347	310.9718304293523	39.4	4:22:14
64.2%	6415000	-1005718.2615774982	311.72838366718474	39.4	4:21:50
64.2%	6420000	-1005535.3728113305	313.48298334495144	39.4	4:21:26
64.2%	6425000	-1004453.240872764	311.1897695542631	39.4	4:21:02
64.3%	6430000	-1003250.3335760767	310.76307697078016	39.4	4:20:41
64.3%	6435000	-1002380.69381567	310.2951290433093	39.4	4:20:21
64.4%	6440000	-1003237.2491839835	311.0120168326714	39.4	4:19:58
64.5%	6445000	-1004148.629585973	309.73246070984646	39.4	4:19:35
64.5%	6450000	-1004942.211897348	310.56204038837205	39.4	4:19:11
64.5%	6455000	-1006157.3500872077	311.2328418155279	39.4	4:18:48
64.6%	6460000	-1006701.7975083096	308.6607153255668	39.5	4:18:24
64.7%	6465000	-1006374.7387025645	311.17440321208795	39.5	4:18:00
64.7%	6470000	-1003852.6321598152	312.1496339288978	39.5	4:17:37
64.8%	6475000	-1005290.8513890533	310.08690662158205	39.5	4:17:13
64.8%	6480000	-1005197.6239692904	309.5886447638372	39.5	4:16:50
64.8%	6485000	-1005257.4966737861	310.14151896356407	39.5	4:16:27
64.9%	6490000	-1004178.4971133079	312.332977670384	39.5	4:16:03
65.0%	6495000	-1005436.5211299751	308.56746066598356	39.5	4:15:39
65.0%	6500000	-1003701.4568656106	311.244272099622	39.5	4:15:16
65.0%	6505000	-1004189.6265637316	310.4527497679095	39.5	4:14:52
65.1%	6510000	-1004706.7991262507	309.9545287205831	39.5	4:14:29
65.2%	6515000	-1004781.3562152907	308.56328133006144	39.5	4:14:05
65.2%	6520000	-1004840.3174086222	310.0084436902563	39.5	4:13:42
65.2%	6525000	-1004592.6183308819	311.12522432997764	39.5	4:13:18
65.3%	6530000	-1004197.6113540493	308.60115449932306	39.5	4:12:55
65.3%	6535000	-1004547.9207190005	311.0431656518311	39.5	4:12:32
65.4%	6540000	-1003203.0128923208	309.59036695835374	39.5	4:12:08
65.5%	6545000	-1005138.4814428966	309.6561361487394	39.5	4:11:45
65.5%	6550000	-1004116.0651330864	311.24060606311434	39.5	4:11:21
65.5%	6555000	-1004510.2136901394	309.567645661691	39.5	4:10:57
65.6%	6560000	-1007334.8060499532	308.92366962919425	39.5	4:10:34
65.7%	6565000	-1003003.0424916204	308.58069430079564	39.5	4:10:11
65.7%	6570000	-1005433.8931921041	312.673176178373	39.5	4:09:47
65.8%	6575000	-1005442.0017165188	311.52143199454764	39.5	4:09:24
65.8%	6580000	-1004183.8919490743	309.4098008808472	39.6	4:09:01
65.8%	6585000	-1005217.9491954306	310.7135502752614	39.6	4:08:37
65.9%	6590000	-1005183.819483716	310.6524126516193	39.6	4:08:14
66.0%	6595000	-1004185.1345476303	313.2230728829969	39.6	4:07:50
66.0%	6600000	-1004621.6584253954	311.21705815863913	39.6	4:07:27
66.0%	6605000	-1005358.1144812722	312.44734074418375	39.6	4:07:04
66.1%	6610000	-1006121.7898870371	309.97067307120983	39.6	4:06:40
66.2%	6615000	-1006812.2567985673	309.6097180889536	39.6	4:06:17
66.2%	6620000	-1002567.9513864303	311.1016069951579	39.6	4:05:53
66.2%	6625000	-1004054.558945206	309.66159556720726	39.6	4:05:30
66.3%	6630000	-1005206.2060974287	310.70869519052417	39.6	4:05:06
66.3%	6635000	-1004049.2038179506	311.3816529813573	39.6	4:04:43
66.4%	6640000	-1005230.4590046983	309.59418959980883	39.6	4:04:20
66.5%	6645000	-1004789.9526185356	311.31639996797276	39.6	4:03:56
66.5%	6650000	-1003416.125731105	309.0277585347481	39.6	4:03:33
66.5%	6655000	-1004635.118705147	309.64646609087384	39.6	4:03:10
66.6%	6660000	-1004829.3571701683	309.18379624494935	39.6	4:02:46
66.7%	6665000	-1004863.4139315877	308.90957238990563	39.6	4:02:23
66.7%	6670000	-1004465.8476214428	310.06747131426215	39.6	4:01:59
66.8%	6675000	-1002627.4453068739	307.1915547958234	39.6	4:01:36
66.8%	6680000	-1002489.5027418407	310.09958825326885	39.6	4:01:13
66.8%	6685000	-1004541.4001812041	309.7690701631929	39.6	4:00:50
66.9%	6690000	-1004326.4559151819	310.53704455996495	39.6	4:00:26
67.0%	6695000	-1005466.5789513364	312.00915096215556	39.6	4:00:03
67.0%	6700000	-1006433.9742922233	311.83994761191616	39.7	3:59:40
67.0%	6705000	-1004206.6256373404	310.60343675184293	39.7	3:59:16
67.1%	6710000	-1003867.760246587	310.3592218113716	39.7	3:58:53
67.2%	6715000	-1004520.7091510855	309.04363292506537	39.7	3:58:30
67.2%	6720000	-1005017.5752085121	309.49582896660894	39.7	3:58:07
67.2%	6725000	-1003759.5220331429	310.9737004482081	39.7	3:57:43
67.3%	6730000	-1005589.6007182049	311.0832944245545	39.7	3:57:20
67.3%	6735000	-1005373.3040584289	310.3226593477925	39.7	3:56:57
67.4%	6740000	-1004799.1401735535	308.9374863730032	39.7	3:56:34
67.5%	6745000	-1003573.5047141118	310.8964662531893	39.7	3:56:11
67.5%	6750000	-1001975.0490563661	309.4849659997098	39.7	3:55:48
67.5%	6755000	-1005205.6976013156	312.08154404390774	39.7	3:55:24
67.6%	6760000	-1004618.6916029016	310.2520557979741	39.7	3:55:01
67.7%	6765000	-1004553.1248680558	308.77859357715715	39.7	3:54:38
67.7%	6770000	-1003954.0430602906	309.2654708315089	39.7	3:54:15
67.8%	6775000	-1004425.055691353	311.61619737151244	39.7	3:53:52
67.8%	6780000	-1005442.709245638	310.4203312775847	39.7	3:53:28
67.8%	6785000	-1004949.1324153282	309.44724783070933	39.7	3:53:05
67.9%	6790000	-1005280.1183452532	309.4455502673197	39.7	3:52:42
68.0%	6795000	-1005129.4655303527	308.96464420517975	39.7	3:52:19
68.0%	6800000	-1006246.9793269169	310.09375937874756	39.7	3:51:56
68.0%	6805000	-1004174.9408604847	310.28455696295333	39.7	3:51:33
68.1%	6810000	-1004716.6941680145	310.60563565373104	39.7	3:51:10
68.2%	6815000	-1005451.4415655984	309.7564836843474	39.7	3:50:47
68.2%	6820000	-1005713.2577870423	311.5366555971166	39.7	3:50:24
68.2%	6825000	-1004505.0498680025	311.7425839519989	39.8	3:50:01
68.3%	6830000	-1004426.1382365441	308.7062428045998	39.8	3:49:38
68.3%	6835000	-1004541.4217995452	310.5907634141541	39.8	3:49:15
68.4%	6840000	-1002357.7163251899	307.965454909101	39.8	3:48:52
68.5%	6845000	-1004236.4894333631	311.1369642013116	39.8	3:48:29
68.5%	6850000	-1005018.7134143468	309.0870632609013	39.8	3:48:06
68.5%	6855000	-1005276.3909757948	309.31550542362083	39.8	3:47:42
68.6%	6860000	-1003882.6420822414	309.00343524563283	39.8	3:47:19
68.7%	6865000	-1004141.7825140385	309.0159143610493	39.8	3:46:56
68.7%	6870000	-1004649.984617753	308.47104697519944	39.8	3:46:33
68.8%	6875000	-1003612.6574885594	311.11762703916804	39.8	3:46:10
68.8%	6880000	-1005016.3487151647	310.82896166629274	39.8	3:45:47
68.8%	6885000	-1003514.6929547936	311.57738822322636	39.8	3:45:24
68.9%	6890000	-1003744.6446107384	311.92983811472385	39.8	3:45:01
69.0%	6895000	-1003650.9070661366	309.6337712787878	39.8	3:44:38
69.0%	6900000	-1004817.4782200856	311.8531092744942	39.8	3:44:15
69.0%	6905000	-1004924.7865236057	309.82972396204616	39.8	3:43:52
69.1%	6910000	-1003796.658813118	310.3743999488554	39.8	3:43:29
69.2%	6915000	-1005407.5852556638	309.5345503359082	39.8	3:43:06
69.2%	6920000	-1005659.922811009	311.0932052635197	39.8	3:42:43
69.2%	6925000	-1005167.3714239309	307.36726440755103	39.8	3:42:20
69.3%	6930000	-1004281.2278478397	309.38147116088624	39.8	3:41:57
69.3%	6935000	-1003721.6911323117	310.94331687854503	39.8	3:41:34
69.4%	6940000	-1004821.905893879	310.1881775059917	39.8	3:41:11
69.5%	6945000	-1005101.196481226	310.26759448982887	39.8	3:40:48
69.5%	6950000	-1003043.1822742838	311.58983230862884	39.9	3:40:25
69.5%	6955000	-1005352.3793936716	310.3595583515612	39.9	3:40:02
69.6%	6960000	-1004980.6834497489	306.3657254566873	39.9	3:39:39
69.7%	6965000	-1005883.3515165346	310.8753547767266	39.9	3:39:16
69.7%	6970000	-1002954.599156322	310.9856874844605	39.9	3:38:54
69.8%	6975000	-1004084.1730135754	309.55898071179996	39.9	3:38:31
69.8%	6980000	-1003082.9830676187	309.28346992450116	39.9	3:38:08
69.8%	6985000	-1003095.0239800932	312.5000498071735	39.9	3:37:45
69.9%	6990000	-1003736.5674431194	311.83407049000505	39.9	3:37:22
70.0%	6995000	-1003799.3910432355	309.06748112523684	39.9	3:36:59
70.0%	7000000	-1004422.1300511817	310.2458206337254	39.9	3:36:36
70.0%	7005000	-1006050.6999278357	309.99427602377625	39.9	3:36:13
70.1%	7010000	-1002470.9122604094	311.6819933990379	39.9	3:35:50
70.2%	7015000	-1005162.9067737544	312.51835798213756	39.9	3:35:27
70.2%	7020000	-1005571.8518392816	309.5441766001112	39.9	3:35:04
70.2%	7025000	-1006658.5101727843	309.29245176459466	39.9	3:34:41
70.3%	7030000	-1003573.8485148046	310.98361113786746	39.9	3:34:18
70.3%	7035000	-1003752.7653872278	311.322264009694	39.9	3:33:55
70.4%	7040000	-1005614.5170157645	310.17780062176945	39.9	3:33:32
70.5%	7045000	-1004727.0270207608	310.10941022525395	39.9	3:33:09
70.5%	7050000	-1004290.4073786121	311.08635887214706	39.9	3:32:46
70.5%	7055000	-1003940.4612187045	309.4817790978244	39.9	3:32:23
70.6%	7060000	-1004628.9477455672	311.01269735142756	39.9	3:32:00
70.7%	7065000	-1004043.958504186	310.35661489381766	39.9	3:31:37
70.7%	7070000	-1003519.5011075139	310.79088913754487	39.9	3:31:14
70.8%	7075000	-1003508.7297891909	309.36077088234475	40	3:30:51
70.8%	7080000	-1004962.8531137696	312.21535488874474	40	3:30:28
70.8%	7085000	-1004145.9048035005	309.92503664992955	40	3:30:06
70.9%	7090000	-1003002.990490823	310.88942451832935	40	3:29:43
71.0%	7095000	-1003862.2858602079	310.8040300339025	40	3:29:20
71.0%	7100000	-1004509.1162888696	311.48948211996003	40	3:28:57
71.0%	7105000	-1002704.8899267893	310.7919046974796	40	3:28:34
71.1%	7110000	-1003672.4244486308	310.98254913673776	40	3:28:11
71.2%	7115000	-1002707.6964330589	309.55125505607447	40	3:27:50
71.2%	7120000	-1004435.1939688139	308.91380890306056	40	3:27:27
71.2%	7125000	-1003321.4014181662	311.34031547775606	40	3:27:04
71.3%	7130000	-1003447.7054410065	311.2245653175138	40	3:26:41
71.3%	7135000	-1003873.0229601953	310.74659972559533	40	3:26:18
71.4%	7140000	-1003575.2538449178	310.7170830116167	40	3:25:55
71.5%	7145000	-1004009.6224408066	311.107423033794	40	3:25:32
71.5%	7150000	-1004697.951534126	310.7176402747996	40	3:25:09
71.5%	7155000	-1004519.2859461112	310.02033142331635	40	3:24:47
71.6%	7160000	-1002476.3426610492	311.2381957909514	40	3:24:24
71.7%	7165000	-1004671.1121939644	310.2617558730169	40	3:24:01
71.7%	7170000	-1002478.6563413516	310.3959505679232	40	3:23:38
71.8%	7175000	-1004078.576817723	309.2262293981446	40	3:23:16
71.8%	7180000	-1003896.9770070817	310.45606053371284	40	3:22:53
71.8%	7185000	-1005009.0222592615	308.86681809110974	40	3:22:30
71.9%	7190000	-1005686.4778202511	310.53399478031815	40	3:22:08
72.0%	7195000	-1004804.6674662214	307.05810709922315	40	3:21:45
72.0%	7200000	-1004356.4261768637	311.37226625312906	40	3:21:22
72.0%	7205000	-1005062.7422387265	309.4014832143079	40	3:21:00
72.1%	7210000	-1003918.1313057998	309.87376949684625	40.1	3:20:37
72.2%	7215000	-1003849.7995633893	311.1934691716479	40.1	3:20:14
72.2%	7220000	-1003780.2574627586	309.7636718740175	40.1	3:19:52
72.2%	7225000	-1004466.5626791436	309.02978177944874	40.1	3:19:29
72.3%	7230000	-1004115.2822314166	311.9528555779117	40.1	3:19:07
72.3%	7235000	-1004336.0874900082	308.62507525917556	40.1	3:18:44
72.4%	7240000	-1004826.2577511221	310.1309196361889	40.1	3:18:22
72.5%	7245000	-1003114.1618780689	310.2006482570262	40.1	3:17:59
72.5%	7250000	-1003405.143817557	308.7089712505781	40.1	3:17:36
72.5%	7255000	-1006114.7050132463	309.05070523866016	40.1	3:17:13
72.6%	7260000	-1007074.3783383602	309.37087933531853	40.1	3:16:50
72.7%	7265000	-1006430.5566745	311.3082282656018	40.1	3:16:28
72.7%	7270000	-1004233.6447498864	312.079926865012	40.1	3:16:05
72.8%	7275000	-1005433.4328224631	309.5546048616624	40.1	3:15:43
72.8%	7280000	-1003603.4433355294	311.76041769215755	40.1	3:15:20
72.8%	7285000	-1001008.3250307441	312.14592847103097	40.1	3:14:57
72.9%	7290000	-1005116.8512764256	310.6361324891482	40.1	3:14:34
73.0%	7295000	-1003120.4611444278	310.91328518252254	40.1	3:14:11
73.0%	7300000	-1003233.05600907	311.81854595690527	40.1	3:13:49
73.0%	7305000	-1003286.9152301596	307.21120100718275	40.1	3:13:26
73.1%	7310000	-1003944.3866758896	309.83290609584566	40.1	3:13:04
73.2%	7315000	-1002795.5472120205	309.1500662014598	40.1	3:12:41
73.2%	7320000	-1004566.8513592565	310.9548947287083	40.1	3:12:19
73.2%	7325000	-1005777.8290616358	309.32119848255644	40.1	3:11:56
73.3%	7330000	-1005295.4041903801	310.2743330090501	40.1	3:11:34
73.3%	7335000	-1003357.5368636809	310.2325212104699	40.1	3:11:11
73.4%	7340000	-1005639.4155918537	311.4727152449295	40.1	3:10:48
73.5%	7345000	-1004658.6485069422	308.985316955374	40.2	3:10:26
73.5%	7350000	-1003931.4727003947	310.4538262860537	40.2	3:10:03
73.5%	7355000	-1003620.6573951421	308.8217537041329	40.2	3:09:41
73.6%	7360000	-1003711.0882299123	312.01970919517134	40.2	3:09:19
73.7%	7365000	-1002997.1836008849	310.04590417770765	40.2	3:08:56
73.7%	7370000	-1005854.123083232	310.63760952849714	40.2	3:08:33
73.8%	7375000	-1005889.4960133396	309.5174223209953	40.2	3:08:11
73.8%	7380000	-1004829.0662074126	311.2638532432005	40.2	3:07:48
73.8%	7385000	-1004191.3128592698	308.97044115025545	40.2	3:07:26
73.9%	7390000	-1005414.904040995	308.29289916283875	40.2	3:07:04
74.0%	7395000	-1005552.3530446906	309.0042166728472	40.2	3:06:41
74.0%	7400000	-1005030.3949436154	309.8978169395631	40.2	3:06:19
74.0%	7405000	-1003861.7010727562	309.43880419474107	40.2	3:05:56
74.1%	7410000	-1003319.9473350486	312.2274400598104	40.2	3:05:34
74.2%	7415000	-1001946.69955552	309.2050195892308	40.2	3:05:12
74.2%	7420000	-1004990.7970638117	308.2859206526177	40.2	3:04:49
74.2%	7425000	-1005519.1828301353	308.5757373107602	40.2	3:04:27
74.3%	7430000	-1004912.5667319773	310.2785390901121	40.2	3:04:05
74.3%	7435000	-1004580.492868511	310.2429337390311	40.2	3:03:42
74.4%	7440000	-1005699.9960133396	310.32788188777596	40.2	3:03:20
74.5%	7445000	-1002361.6220859205	308.4629079819161	40.2	3:02:58
74.5%	7450000	-1003852.511494075	309.9942986174144	40.2	3:02:36
74.5%	7455000	-1006046.6455315147	311.97280986258573	40.2	3:02:13
74.6%	7460000	-1003923.5714997342	309.99928874551455	40.2	3:01:51
74.7%	7465000	-1005541.6327198911	309.70680858914477	40.2	3:01:28
74.7%	7470000	-1005464.2460133396	310.92452971152824	40.2	3:01:06
74.8%	7475000	-1004020.4307270087	311.1164704808555	40.2	3:00:43
74.8%	7480000	-1003984.5607186006	310.1009534744172	40.2	3:00:21
74.8%	7485000	-1004068.2543211114	310.8651497383024	40.2	2:59:58
74.9%	7490000	-1003762.4713404821	309.48319299230803	40.2	2:59:36
75.0%	7495000	-1005576.7924743388	310.36752019975813	40.3	2:59:13
75.0%	7500000	-1006222.3940079436	309.9347869060549	40.3	2:58:51
75.0%	7505000	-1005145.9912763499	312.1433012366394	40.3	2:58:28
75.1%	7510000	-1003919.9650962101	310.4007161201865	40.3	2:58:06
75.2%	7515000	-1003574.2757083289	309.2975550993922	40.3	2:57:43
75.2%	7520000	-1004960.89580015	310.7742546055961	40.3	2:57:21
75.2%	7525000	-1004808.3229246046	309.56171324742814	40.3	2:56:58
75.3%	7530000	-1002139.0652829949	309.5247970844348	40.3	2:56:36
75.3%	7535000	-1004474.5886584828	309.9059167927972	40.3	2:56:14
75.4%	7540000	-1003647.0270886691	310.4901709117529	40.3	2:55:51
75.5%	7545000	-1002421.6771406764	310.3674486555011	40.3	2:55:29
75.5%	7550000	-1004019.9960133396	309.9854276417404	40.3	2:55:07
75.5%	7555000	-1005976.4343106253	311.8072000081082	40.3	2:54:45
75.6%	7560000	-1003558.9960133396	310.62988775856127	40.3	2:54:22
75.7%	7565000	-1002406.8777589621	309.45836202130425	40.3	2:54:00
75.7%	7570000	-1002834.9019053066	310.19404345067886	40.3	2:53:38
75.8%	7575000	-1004492.4843818415	310.40755236604343	40.3	2:53:15
75.8%	7580000	-1002497.0836445251	309.1018818563752	40.3	2:52:53
75.8%	7585000	-1003617.7154498473	310.9305575203589	40.3	2:52:30
75.9%	7590000	-1005123.9960133396	310.64231924310775	40.3	2:52:08
76.0%	7595000	-1005175.4277790841	308.96036011391163	40.3	2:51:45
76.0%	7600000	-1005540.6825707257	311.1222217319704	40.3	2:51:23
76.0%	7605000	-1005226.267657063	312.6959040793009	40.3	2:51:01
76.1%	7610000	-1003709.5783054531	310.8596944643388	40.3	2:50:38
76.2%	7615000	-1003068.8534483295	308.2726066857314	40.3	2:50:16
76.2%	7620000	-1006438.3867868911	309.0502697638279	40.3	2:49:53
76.2%	7625000	-1003806.6575823594	311.0499183626363	40.3	2:49:31
76.3%	7630000	-1004461.8522206005	310.3419628291501	40.4	2:49:09
